Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Title,Section Credit Hours,Section Status,Enrollment Status,Type,Type Code,Start Time,End Time,Days of Week,Room,Building,Instructors
2024,Summer,2024-su,ABE,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,Approved for S/U grading only. May be repeated.,,,10177,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACCY,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,May be repeated.,,,10033,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACCY,200,Fundamentals of Accounting,Survey course in the principles of accounting for students registered in schools and colleges other than the College of Business. Credit is not given for both ACCY 200 and either ACCY 201 or ACCY 202. Prerequisite: Sophomore standing.,3 hours.,Credit is not given for both ACCY 200 and either ACCY 201 or ACCY 202. Prerequisite: Sophomore standing.,,,37453,ONL,A,S2,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Zhang, L"
2024,Summer,2024-su,ACCY,202,Accounting and Accountancy II,"Further develops the student's understanding of accrual accounting, the goals and objectives of financial reporting, the information needs of end users, the qualities of useful information, as well as the financial statements and financial statement elements. Students will analyze and record progressively more complex transactions, continuing to take the economic event from inception to reporting. Recurring themes and foundational concepts are emphasized such that students can develop intuition for accounting measurement and reporting. Credit is not given for both ACCY 202 and ACCY 200. Prerequisite: ACCY 201 or equivalent.",3 hours.,Credit is not given for both ACCY 202 and ACCY 200. Prerequisite: ACCY 201 or equivalent.,,Students must register for one discussion and one lecture section.,30562,A,A,S2,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Shapland, J"
2024,Summer,2024-su,ACCY,290,Prof Internship in Accountancy,"Formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience are required. Approved for Letter and S/U grading. May be repeated in subsequent terms to a maximum of 3 hours. Prerequisite: Open to Department of Accountancy students; completion of ACCY 201 and ACCY 202 (or equivalent); and consent of department.",0 TO 3 hours.,Approved for Letter and S/U grading. May be repeated in subsequent terms to a maximum of 3 hours. Prerequisite: Open to Department of Accountancy students; completion of ACCY 201 and ACCY 202 (or equivalent); and consent of department.,,,33779,O,A,S2,,,A,UNKNOWN,Conference,CNF,ARRANGED,,,,,"Shapland, J"
2024,Summer,2024-su,ACCY,301,Atg Measurement &amp; Disclosure,"Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.",3 hours.,Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.,,,30565,AE1,A,S2,,,A,UNKNOWN,Lecture-Discussion,LCD,12:30 PM,01:50 PM,MTWR,2063,Business Instructional Fac,"Anquandah, D"
2024,Summer,2024-su,ACCY,302,Decision Making for Atg,"We will develop and apply a framework to better understand the specific types of accounting information managers need to make key operational and strategic decisions. Utilizing business case studies and real-world projects, the course will also develop skills in gathering, visualizing, and statistically analyzing this accounting information to inform these important decisions. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment or equivalent; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.",3 hours.,Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment or equivalent; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.,,,30034,AE1,A,S2,,,A,UNKNOWN,Lecture-Discussion,LCD,02:00 PM,03:20 PM,MTWR,2063,Business Instructional Fac,"Wei, N"
2024,Summer,2024-su,ACCY,303,Accounting Institutions and Regulation,"Measurement and reporting of firm's liabilities and shareholders' equity. Topics include current liabilities, contingencies, subsequent events, bonds, leases, pensions, equity issuance and repurchase, dividends, and equity-based compensation. Prerequisite: ACCY 301 and FIN 221.",3 hours.,Prerequisite: ACCY 301 and FIN 221.,,,30048,AE2,A,S2,,,A,UNKNOWN,Lecture-Discussion,LCD,11:00 AM,12:20 PM,MTWR,2063,Business Instructional Fac,"Crandall, R"
2024,Summer,2024-su,ACCY,304,Accounting Control Systems,"Explores an important framework that highlights the vital roles accounting control systems play in shaping and implementing organizational strategy. Components of this framework include internal controls, organizational missions and values, codes of ethics, performance measurement, evaluation, and reward systems. Case studies, class discussions, group exercises, and field research projects emphasize critical reasoning, data analytics, teamwork, and written and oral communication. Prerequisite: ACCY 301 and ACCY 302.",3 hours.,Prerequisite: ACCY 301 and ACCY 302.,,,30066,AE2,A,S2,,,A,UNKNOWN,Lecture-Discussion,LCD,09:30 AM,10:50 AM,MTWR,2063,Business Instructional Fac,"Yamoah, I"
2024,Summer,2024-su,ACCY,410,Advanced Financial Reporting,"Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.,,,40956,HA3,A,S2,,3 hours,A,UNKNOWN,Lecture-Discussion,LCD,12:30 PM,01:50 PM,MTWR,2007,Business Instructional Fac,"Penn, M"
2024,Summer,2024-su,ACCY,410,Advanced Financial Reporting,"Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues. 3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Credit is not given toward graduation for both ACCY 410 and ACCY 506 or ACCY 532. Prerequisite: ACCY 303 or consent of department.,,,40957,HA4,A,S2,,4 hours,A,UNKNOWN,Lecture-Discussion,LCD,12:30 PM,01:50 PM,MTWR,2007,Business Instructional Fac,"Penn, M"
2024,Summer,2024-su,ACCY,499,Senior Research,"Research and readings course for students majoring in accountancy. May be taken by students in the college honors program in partial fulfillment of the honors requirements. 2 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Cumulative grade-point average of 3.0., honors in the junior year, or consent of department; senior standing.",2 TO 4 hours.,"2 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Cumulative grade-point average of 3.0., honors in the junior year, or consent of department; senior standing.",,,10038,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,30083,A,A,S2,,4 hours,A,UNKNOWN,Lecture-Discussion,LCD,01:00 PM,02:20 PM,MTWR,3039,Business Instructional Fac,"Ibrahim, A"
2024,Summer,2024-su,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,32912,C,A,S2,,4 hours,A,UNKNOWN,Lecture-Discussion,LCD,01:00 PM,02:20 PM,MTWR,2011,Business Instructional Fac,"Augusto Sampaio Franco de Lima, G"
2024,Summer,2024-su,ACCY,501,Accounting Analysis I,"Addresses the conceptual framework and financial statements--balance sheet, income statement and the statement of cash flows. It also provides in-depth analysis of accounting issues related to the measurement, recognition and disclosure of current and non-current assets, and revenue recognition. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.,,,41040,D,A,S2,,4 hours,A,UNKNOWN,Lecture-Discussion,LCD,11:00 AM,12:20 PM,MTWR,2011,Business Instructional Fac,"Augusto Sampaio Franco de Lima, G"
2024,Summer,2024-su,ACCY,516,Professional Responsibility and Ethics for Accountants,"Covers key principles of accountants' professional responsibility in their jobs, organizations, and careers, and adopts both theoretical and practical perspectives of the role of ethics and morals within the accounting discipline. The course begins with a general overview of these key constructs and principles, including various philosophies from a variety of disciplines and cultures. Next, the course provides a historical perspective of major instances of accounting-related ""failures"" and ""successes"" in the area of professional responsibility and ethics. This historical perspective provides the underlying reasoning for many contemporary codes of conduct, ethics, and professional guidelines. A variety of experiential learning opportunities will help students explore and develop their own perspective on ethics and morals, and how these principles affect their professional roles, responsibilities, and choices. 3 or 4 graduate hours. No professional credit.",3 OR 4 hours.,3 or 4 graduate hours. No professional credit.,,,40284,DA1,A,S2,,3 hours,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Curtis, S"
2024,Summer,2024-su,ACCY,516,Professional Responsibility and Ethics for Accountants,"Covers key principles of accountants' professional responsibility in their jobs, organizations, and careers, and adopts both theoretical and practical perspectives of the role of ethics and morals within the accounting discipline. The course begins with a general overview of these key constructs and principles, including various philosophies from a variety of disciplines and cultures. Next, the course provides a historical perspective of major instances of accounting-related ""failures"" and ""successes"" in the area of professional responsibility and ethics. This historical perspective provides the underlying reasoning for many contemporary codes of conduct, ethics, and professional guidelines. A variety of experiential learning opportunities will help students explore and develop their own perspective on ethics and morals, and how these principles affect their professional roles, responsibilities, and choices. 3 or 4 graduate hours. No professional credit.",3 OR 4 hours.,3 or 4 graduate hours. No professional credit.,,,40285,NA1,A,S2,,3 hours,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Curtis, S"
2024,Summer,2024-su,ACCY,550,Multistate Taxation,"Will examine state and local tax laws prevalent in the United States today. The course will consider the historical progression of state and local taxation, the power of states to tax (and the limitations on that power), and planning strategies for minimizing the impact of state and local taxation. Income taxes are emphasized; however, other taxes such as sales and use taxes and property taxes will be discussed. 2 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451, ACCY 507, or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.",2 hours.,"2 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451, ACCY 507, or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.",,,40958,DA1,A,S1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Hutchens, M"
2024,Summer,2024-su,ACCY,550,Multistate Taxation,"Will examine state and local tax laws prevalent in the United States today. The course will consider the historical progression of state and local taxation, the power of states to tax (and the limitations on that power), and planning strategies for minimizing the impact of state and local taxation. Income taxes are emphasized; however, other taxes such as sales and use taxes and property taxes will be discussed. 2 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451, ACCY 507, or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.",2 hours.,"2 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451, ACCY 507, or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.",,,40959,NA1,A,S1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Hutchens, M"
2024,Summer,2024-su,ACCY,554,International Taxation,"Analyzes the tax treatment, issues, planning techniques and underlying government policies involved in doing business internationally. The course incorporates concepts learned in all of the tax courses as they relate to the impact on cross border outbound transactions (i.e., the taxation of US taxpayers doing business abroad). Topics include the source of income, transfer pricing, controlled foreign corporations (CFCs), Subpart F income, foreign tax credits, Global Intangible Low-Taxed Income (GILTI), Base Erosion and Anti-Abuse Tax (BEAT), and Foreign Derived Intangible Income (FDII). While this course focuses heavily on outbound transactions, some inbound rules (i.e., non-US taxpayers doing business in the United States) will be discussed. 2 or 4 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451 or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451 or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.,,,41527,DA1,A,S2A,,2 hours,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Hutchens, M"
2024,Summer,2024-su,ACCY,554,International Taxation,"Analyzes the tax treatment, issues, planning techniques and underlying government policies involved in doing business internationally. The course incorporates concepts learned in all of the tax courses as they relate to the impact on cross border outbound transactions (i.e., the taxation of US taxpayers doing business abroad). Topics include the source of income, transfer pricing, controlled foreign corporations (CFCs), Subpart F income, foreign tax credits, Global Intangible Low-Taxed Income (GILTI), Base Erosion and Anti-Abuse Tax (BEAT), and Foreign Derived Intangible Income (FDII). While this course focuses heavily on outbound transactions, some inbound rules (i.e., non-US taxpayers doing business in the United States) will be discussed. 2 or 4 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451 or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.",2 OR 4 hours.,2 or 4 graduate hours. No professional credit. Prerequisite: Credit or concurrent enrollment in ACCY 451 or equivalent or consent of the department. Restricted to students enrolled in a graduate accounting degree program.,,,41528,NA1,A,S2A,,2 hours,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Hutchens, M"
2024,Summer,2024-su,ACCY,590,Adv Prof Internship in ACCY,"A formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience required. Approved for letter and S/U grading. May be repeated to a maximum of 4 hours. Prerequisite: Open only to accountancy majors enrolled in the department's integrated bachelor/master program or students with graduate standing in accountancy; completion of 300-level accountancy courses appropriate to internship learning plan; and consent of department.",0 TO 4 hours.,Approved for letter and S/U grading. May be repeated to a maximum of 4 hours. Prerequisite: Open only to accountancy majors enrolled in the department's integrated bachelor/master program or students with graduate standing in accountancy; completion of 300-level accountancy courses appropriate to internship learning plan; and consent of department.,,,41690,MAS,A,S2,,,A,UNKNOWN,Conference,CNF,ARRANGED,,,,,"Leiby, J"
2024,Summer,2024-su,ACCY,590,Adv Prof Internship in ACCY,"A formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience required. Approved for letter and S/U grading. May be repeated to a maximum of 4 hours. Prerequisite: Open only to accountancy majors enrolled in the department's integrated bachelor/master program or students with graduate standing in accountancy; completion of 300-level accountancy courses appropriate to internship learning plan; and consent of department.",0 TO 4 hours.,Approved for letter and S/U grading. May be repeated to a maximum of 4 hours. Prerequisite: Open only to accountancy majors enrolled in the department's integrated bachelor/master program or students with graduate standing in accountancy; completion of 300-level accountancy courses appropriate to internship learning plan; and consent of department.,,,30093,MSA,A,S2,,,A,UNKNOWN,Conference,CNF,ARRANGED,,,,,"Schwartz, R"
2024,Summer,2024-su,ACCY,593,Special Research Problems,"Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.,,,10041,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACCY,593,Special Research Problems,"Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.,,,30098,AT1,A,S2,Adv Accy Theory & Practice,4 hours,A,UNKNOWN,Lecture-Discussion,LCD,09:30 AM,10:50 AM,MTWR,3009,Business Instructional Fac,"Kustanovich, M"
2024,Summer,2024-su,ACCY,593,Special Research Problems,"Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.,,,30096,AT2,A,S2,Adv Accy Theory & Practice,4 hours,A,UNKNOWN,Lecture-Discussion,LCD,11:00 AM,12:20 PM,MTWR,3009,Business Instructional Fac,"Kustanovich, M"
2024,Summer,2024-su,ACCY,593,Special Research Problems,"Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.,,,30104,SP1,A,S2,,4 hours,A,UNKNOWN,Conference,CNF,ARRANGED,,,,,"Thompson, A"
2024,Summer,2024-su,ACCY,593,Special Research Problems,"Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,May be repeated in the same or separate terms. Prerequisite: Enrollment in graduate accounting degree program or consent of department.,,,40203,SP2,A,S2,,4 hours,A,UNKNOWN,Conference,CNF,ARRANGED,,,,,"Thompson, A"
2024,Summer,2024-su,ACCY,599,Thesis Research,Individual direction and guidance in writing theses; seminar discussion of progress made. Approved for S/U grading only. May be repeated.,0 TO 16 hours.,Approved for S/U grading only. May be repeated.,,,29870,A,A,1,,,A,UNKNOWN,Conference,CNF,ARRANGED,,,,,"Thompson, A"
2024,Summer,2024-su,ACE,161,Microcomputer Applications,Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.,3 hours.,,,,37025,ONL,A,S2,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Burnett, M"
2024,Summer,2024-su,ACE,240,Personal Financial Planning,"Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning.",3 hours.,,,,37924,0NL,A,S1,,,A,UNKNOWN,Online,ONL,ARRANGED,,,,,"Stoddard, P"
2024,Summer,2024-su,ACE,293,Off-Campus Internship,"Supervised, off-campus experience in a field directly pertaining to a subject matter in agricultural and consumer economics. Approved for S/U grading only. May be repeated, up to 4 hours in the same semester, to a maximum of 10 hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.",1 TO 4 hours.,"Approved for S/U grading only. May be repeated, up to 4 hours in the same semester, to a maximum of 10 hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.",,,10044,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACE,294,On-Campus Internship,"Supervised, on-campus, learning experience with faculty engaged in research. Approved for S/U grading only. May be repeated up to 4 hours in a semester, to a maximum of 10 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.",1 TO 4 hours.,"Approved for S/U grading only. May be repeated up to 4 hours in a semester, to a maximum of 10 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.",,,10057,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACE,295,Independent Study,"Individual or small group research, special problems, or other studies under the supervision of an appropriate member of the faculty. Approved for Letter and S/U grading. May be repeated up to 4 hours in the same term, but no more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.",1 TO 4 hours.,"Approved for Letter and S/U grading. May be repeated up to 4 hours in the same term, but no more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.",,,32440,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACE,396,Honors Research or Thesis,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. May be repeated as topic vary, up to 4 hours in the same term to a maximum of 12 hours in separate terms. Credit is not given for more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Junior standing, admission to the ACES Honors Program, and consent of instructor.",1 TO 4 hours.,"May be repeated as topic vary, up to 4 hours in the same term to a maximum of 12 hours in separate terms. Credit is not given for more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Junior standing, admission to the ACES Honors Program, and consent of instructor.",,,10068,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACE,499,Seminar,"Group discussion or an experimental course on a special topic in agricultural and consumer economics. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in the same semester to 4 hours, or subsequent terms to a maximum of 12 hours as topics vary.",1 TO 4 hours.,"1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated in the same semester to 4 hours, or subsequent terms to a maximum of 12 hours as topics vary.",,,10078,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
2024,Summer,2024-su,ACE,591,Independent Study,Individual research work under the supervision of an appropriate member of the faculty. Approved for both letter and S/U grading.  May be repeated to a maximum of 8 hours if topics vary.,0 TO 8 hours.,Approved for both letter and S/U grading.  May be repeated to a maximum of 8 hours if topics vary.,,,10085,,A,1,,,A,UNKNOWN,Independent Study,IND,ARRANGED,,,,,
