Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS
2019,Fall,2019-fa,AAS 100,Intro Asian American Studies,,US,,,,SS
2019,Fall,2019-fa,AAS 105,Introduction to Arab American Studies,,US,,,,
2019,Fall,2019-fa,AAS 120,Intro to Asian Am Pop Culture,,US,,,,
2019,Fall,2019-fa,AAS 200,U.S. Race and Empire,,US,HP,,,
2019,Fall,2019-fa,AAS 201,US Racial & Ethnic Politics,,US,,,,SS
2019,Fall,2019-fa,AAS 211,Asian Americans and the Arts,,US,LA,,,
2019,Fall,2019-fa,AAS 215,US Citizenship Comparatively,,US,HP,,,
2019,Fall,2019-fa,AAS 224,Asian Am Historical Sociology,,US,,,,
2019,Fall,2019-fa,AAS 246,Asian American Youth in Film,,US,,,,SS
2019,Fall,2019-fa,AAS 258,Muslims in America,,US,,,,SS
2019,Fall,2019-fa,AAS 260,Intro Asian American Theatre,,US,,,,
2019,Fall,2019-fa,AAS 265,Politics of Hip Hop,,US,,,,
2019,Fall,2019-fa,AAS 275,The Politics of Fashion,,US,,,,
2019,Fall,2019-fa,AAS 281,Constructing Race in America,,US,HP,,,
2019,Fall,2019-fa,AAS 283,Asian American History,,US,HP,,,
2019,Fall,2019-fa,AAS 286,Asian American Literature,,US,LA,,,
2019,Fall,2019-fa,AAS 287,Food and Asian Americans,,US,,,,SS
2019,Fall,2019-fa,AAS 288,Global Islam and Feminisms,,NW,,,,
2019,Fall,2019-fa,AAS 297,Asian Families in America,,US,,,,SS
2019,Fall,2019-fa,AAS 300,"Theories of Race, Gender, and Sexuality",ACP,,,,,
2019,Fall,2019-fa,AAS 310,Race and Cultural Diversity,ACP,US,,,,
2019,Fall,2019-fa,AAS 370,"Immigration, Law, and Rights",ACP,,,,,
2019,Fall,2019-fa,AAS 402,Asian American Education,ACP,US,,,,
2019,Fall,2019-fa,ABE 469,Industry-Linked Design Project,ACP,,,,,
2019,Fall,2019-fa,ACE 100,Agr Cons and Resource Econ,,,,,,SS
2019,Fall,2019-fa,ACE 210,Environmental Economics,,,,,,SS
2019,Fall,2019-fa,ACE 251,The World Food Economy,,NW,,,,SS
2019,Fall,2019-fa,ACE 254,Economic Systems in Africa,,NW,,,,SS
2019,Fall,2019-fa,ACE 255,Economics of Food and Environmental Justice,,US,,,,SS
2019,Fall,2019-fa,ACE 261,Applied Statistical Methods,,,,,QR1,
2019,Fall,2019-fa,ACES 102,Intro Sustainable Food Systems,,,,LS,,
2019,Fall,2019-fa,ACES 179,History of Ag in IL Since 1860,,US,HP,,,
2019,Fall,2019-fa,ADV 476,Global Advertising,,WCC,,,,SS
2019,Fall,2019-fa,AE 443,Aerospace Systems Design II,ACP,,,,,
2019,Fall,2019-fa,AFAS 120,Intro to US Armed Forces,,,HP,,,
2019,Fall,2019-fa,AFRO 100,Intro to African American St,,US,,,,SS
2019,Fall,2019-fa,AFRO 101,"Black America, 1619-Present",,US,HP,,,
2019,Fall,2019-fa,AFRO 103,Black Women in the Diaspora,,US,,,,
2019,Fall,2019-fa,AFRO 105,Black Literature in America,,US,LA,,,
2019,Fall,2019-fa,AFRO 106,Hist Arch Americas,,US,HP,,,
2019,Fall,2019-fa,AFRO 132,African American Music,,US,LA,,,
2019,Fall,2019-fa,AFRO 201,US Racial & Ethnic Politics,,US,,,,SS
2019,Fall,2019-fa,AFRO 211,Intro to African-American Film,,US,,,,
2019,Fall,2019-fa,AFRO 212,Intro African American Theat,,US,,,,
2019,Fall,2019-fa,AFRO 215,US Citizenship Comparatively,,US,HP,,,
2019,Fall,2019-fa,AFRO 221,History of the Prison,,WCC,HP,,,
2019,Fall,2019-fa,AFRO 224,Humanist Persp of Afro-Am Exp,,US,LA,,,
2019,Fall,2019-fa,AFRO 228,Hip Hop Music: History and Culture,,US,LA,,,
2019,Fall,2019-fa,AFRO 231,Lang Diff Dis: American Persp,,US,,,,
2019,Fall,2019-fa,AFRO 243,Pan Africanism,,NW,,,,SS
2019,Fall,2019-fa,AFRO 250,Introduction to Health and Wellness in the Black Community,,US,,,,SS
2019,Fall,2019-fa,AFRO 259,Early African American Literature and Culture,,US,,,,
2019,Fall,2019-fa,AFRO 260,Modern African American Literature and Culture,,US,,,,
2019,Fall,2019-fa,AFRO 261,Intro to the African Diaspora,,US,HP,,,
2019,Fall,2019-fa,AFRO 272,Minority Images in Amer Film,,US,LA,,,
2019,Fall,2019-fa,AFRO 275,Afro-American History to 1877,,US,HP,,,
2019,Fall,2019-fa,AFRO 276,Afro-American Hist Since 1877,,US,HP,,,
2019,Fall,2019-fa,AFRO 281,Constructing Race in America,,US,HP,,,
2019,Fall,2019-fa,AFRO 287,African-American Women,,US,HP,,,
2019,Fall,2019-fa,AFRO 290,Af Am Urban Hist Since 1917,,US,HP,,,
2019,Fall,2019-fa,AFRO 310,Race and Cultural Diversity,ACP,US,,,,
2019,Fall,2019-fa,AFRO 340,Dancing Black Popular Culture,,US,HP,,,
2019,Fall,2019-fa,AFRO 372,Class Politics & Blk Community,ACP,,,,,
2019,Fall,2019-fa,AFRO 400,African Diasporic Thought in the Caribbean,,NW,,,,
2019,Fall,2019-fa,AFRO 460,Slavery in the United States,ACP,,,,,
2019,Fall,2019-fa,AFRO 474,"Black Freed Move, 1955-Present",ACP,,,,,
2019,Fall,2019-fa,AFST 103,Black Women in the Diaspora,,US,,,,
2019,Fall,2019-fa,AFST 209,Constr Afr and Carib Identity,,NW,,,,
2019,Fall,2019-fa,AFST 210,Introduction to Modern African Literature,,NW,LA,,,
2019,Fall,2019-fa,AFST 213,African Muslim Societies,,NW,HP,,,
2019,Fall,2019-fa,AFST 222,Introduction to Modern Africa,,NW,,,,
2019,Fall,2019-fa,AFST 243,Pan Africanism,,NW,,,,SS
2019,Fall,2019-fa,AFST 254,Economic Systems in Africa,,NW,,,,SS
2019,Fall,2019-fa,AFST 266,African Film and Society,,NW,,,,
2019,Fall,2019-fa,AGCM 220,Communicating Agriculture,ACP,,,,,
2019,Fall,2019-fa,AGCM 320,Public Information Campaigns,ACP,,,,,
2019,Fall,2019-fa,AGED 230,Leadership Communications,ACP,,,,,SS
2019,Fall,2019-fa,AGED 260,Intro to Leadership Studies,,,,,,SS
2019,Fall,2019-fa,AGED 340,Leadership Ethics & Pluralism,,US,,,,
2019,Fall,2019-fa,AGED 360,Advanced Leadership Studies,,,,,,SS
2019,Fall,2019-fa,AIS 101,Intro to Amer Indian Studies,,US,HP,,,
2019,Fall,2019-fa,AIS 102,Contemp Issues in Ind Country,,US,,,,SS
2019,Fall,2019-fa,AIS 140,Native Religious Traditions,,US,HP,,,
2019,Fall,2019-fa,AIS 165,Lang & Culture Native North Am,,NW,,,,
2019,Fall,2019-fa,AIS 265,Intro to American Indian Lit,,US,LA,,,
2019,Fall,2019-fa,AIS 275,Am Indian and Indigenous Film,,US,LA,,,
2019,Fall,2019-fa,AIS 277,Encounters in Native America,,US,HP,,,
2019,Fall,2019-fa,AIS 278,Native American History,,US,HP,,,
2019,Fall,2019-fa,AIS 285,Indigenous Thinkers,,NW,HP,,,
2019,Fall,2019-fa,AIS 288,American Indians of Illinois,,US,HP,,,
2019,Fall,2019-fa,AIS 295,US Citizenship Comparatively,,US,HP,,,
2019,Fall,2019-fa,ANSC 110,Life With Animals and Biotech,,,,LS,,
2019,Fall,2019-fa,ANSC 205,World Animal Resources,ACP,,,,,
2019,Fall,2019-fa,ANSC 207,Companion Animal Biology &Care,,,,LS,,
2019,Fall,2019-fa,ANSC 250,Companion Animals in Society,,WCC,,,,
2019,Fall,2019-fa,ANSC 305,Human Animal Interactions,,,,,,SS
2019,Fall,2019-fa,ANTH 101,Introduction to Anthropology,,WCC,,,,SS
2019,Fall,2019-fa,ANTH 102,Human Origins and Culture,,,,,,SS
2019,Fall,2019-fa,ANTH 103,Anthro in a Changing World,,NW,,,,SS
2019,Fall,2019-fa,ANTH 104,Talking Culture,,,,,,SS
2019,Fall,2019-fa,ANTH 105,World Archaeology,,,HP,,,
2019,Fall,2019-fa,ANTH 106,Hist Arch Americas,,US,HP,,,
2019,Fall,2019-fa,ANTH 108,Religion & Society in West I,,WCC,HP,,,
2019,Fall,2019-fa,ANTH 109,Religion & Society in West II,,WCC,HP,,,
2019,Fall,2019-fa,ANTH 130,History of South Asia,,NW,HP,,,
2019,Fall,2019-fa,ANTH 143,Biology of Human Behavior,,,,LS,,
2019,Fall,2019-fa,ANTH 157,The Archaeology of Illinois,,,HP,,,
2019,Fall,2019-fa,ANTH 165,Lang & Culture Native North Am,,NW,,,,
2019,Fall,2019-fa,ANTH 175,Archaeology and Pop Culture,,,HP,,,
2019,Fall,2019-fa,ANTH 180,The Archaeology of Death,,WCC,,,,SS
2019,Fall,2019-fa,ANTH 182,Latin American Cultures,,NW,,,,SS
2019,Fall,2019-fa,ANTH 209,"Food, Culture, and Society",,,,,,SS
2019,Fall,2019-fa,ANTH 210,Families in Global Perspective,,NW,,,,SS
2019,Fall,2019-fa,ANTH 222,Introduction to Modern Africa,,NW,,,,
2019,Fall,2019-fa,ANTH 223,Exploring African Cities,,NW,HP,,,
2019,Fall,2019-fa,ANTH 224,Tourist Cities and Sites,,,,,,SS
2019,Fall,2019-fa,ANTH 225,Women in Prehistory,,,,,,SS
2019,Fall,2019-fa,ANTH 241,Human Biological Variation,,,,LS,,
2019,Fall,2019-fa,ANTH 246,Forensic Science,,,,LS,,
2019,Fall,2019-fa,ANTH 249,Evolution and Human Disease,,,,LS,,
2019,Fall,2019-fa,ANTH 250,The World Through Museums,,WCC,,,,SS
2019,Fall,2019-fa,ANTH 261,Intro to the African Diaspora,,US,HP,,,
2019,Fall,2019-fa,ANTH 262,Women's Lives,,,,,,SS
2019,Fall,2019-fa,ANTH 266,African Film and Society,,NW,,,,
2019,Fall,2019-fa,ANTH 268,Images of the Other,ACP,WCC,HP,,,
2019,Fall,2019-fa,ANTH 271,Language in Culture-ACP,ACP,,,,,
2019,Fall,2019-fa,ANTH 272,Language and Culture in Turkey,,NW,,,,
2019,Fall,2019-fa,ANTH 277,"Ancient Cities, Sacred Land",,WCC,,,,SS
2019,Fall,2019-fa,ANTH 285,Intro to Korea Through Film,,NW,,,,
2019,Fall,2019-fa,ANTH 286,Southeast Asian Civilizations,,NW,HP,,,
2019,Fall,2019-fa,ANTH 288,American Indians of Illinois,,US,HP,,,
2019,Fall,2019-fa,ANTH 290,Jewish Cultures of the World,,NW,,,,
2019,Fall,2019-fa,ANTH 362,"Body, Personhood, and Culture",,,,,,SS
2019,Fall,2019-fa,ANTH 393,The World of Jewish Sepharad,,WCC,HP,,,
2019,Fall,2019-fa,ANTH 414,Writing Ethnography,ACP,,,,,
2019,Fall,2019-fa,ARAB 150,Lang&Culture of Arab World,,NW,,,,
2019,Fall,2019-fa,ARCH 164,Architecture as a Second Language,,,LA,,,
2019,Fall,2019-fa,ARCH 222,Islamic Gardens & Architecture,,NW,HP,,,
2019,Fall,2019-fa,ARCH 314,History of World Landscapes,ACP,WCC,HP,,,
2019,Fall,2019-fa,ART 100,Understanding Visual Culture,,,LA,,,
2019,Fall,2019-fa,ART 102,Drawing for Non-Majors,,,LA,,,
2019,Fall,2019-fa,ART 103,Painting for Non-Majors,,,LA,,,
2019,Fall,2019-fa,ART 104,Sculpture for Non-Majors,,,LA,,,
2019,Fall,2019-fa,ART 105,Visual Design for Non-Majors,,,LA,,,
2019,Fall,2019-fa,ART 140,Introduction to Art,,,LA,,,
2019,Fall,2019-fa,ART 205,Experience & Meaning in Design,,WCC,,,,BSC
2019,Fall,2019-fa,ART 208,Digital Art and Sustainability,,,LA,,,
2019,Fall,2019-fa,ART 221,Visual Culture of Fandoms,,,LA,,,
2019,Fall,2019-fa,ART 240,Learning Through Contemporary Art,,,LA,,,
2019,Fall,2019-fa,ART 280,Exploring Visual Culture,,WCC,LA,,,
2019,Fall,2019-fa,ART 310,Design Thinking,,,LA,,,
2019,Fall,2019-fa,ART 350,Writing with Video,,WCC,LA,,,
2019,Fall,2019-fa,ARTD 209,Chado (The Way of Tea),,NW,,,,
2019,Fall,2019-fa,ARTD 240,eWaste: Sustainable Design,,,LA,,,
2019,Fall,2019-fa,ARTH 110,Introduction to the History of Art and Visual Culture,,WCC,LA,,,
2019,Fall,2019-fa,ARTH 111,Ancient to Medieval Art,,,LA,,,
2019,Fall,2019-fa,ARTH 112,Renaissance to Modern Art,,,LA,,,
2019,Fall,2019-fa,ARTH 113,Introduction to African Art,,NW,,,,
2019,Fall,2019-fa,ARTH 114,Introduction to East Asian Art,,NW,,,,
2019,Fall,2019-fa,ARTH 115,Art in a Global Context,,NW,LA,,,
2019,Fall,2019-fa,ARTH 211,Design History Survey,,,LA,,,
2019,Fall,2019-fa,ARTH 217,Development of Ancient Cities,,WCC,HP,,,
2019,Fall,2019-fa,ARTH 241,"Modern Art, 1880-1940",,,LA,,,
2019,Fall,2019-fa,ARTH 242,Art Since 1940,,,LA,,,
2019,Fall,2019-fa,ARTH 260,Graffiti and Murals,,WCC,LA,,,
2019,Fall,2019-fa,ASST 104,Asian Mythology,,NW,HP,,,
2019,Fall,2019-fa,ASST 208,Cultures & Literatures of South Asia,,NW,LA,,,
2019,Fall,2019-fa,ASST 218,S Asian Cultural Landscapes,,NW,LA,,,
2019,Fall,2019-fa,ASST 286,Southeast Asian Civilizations,,NW,HP,,,
2019,Fall,2019-fa,ASTR 100,Introduction to Astronomy,,,,PS,,
2019,Fall,2019-fa,ASTR 121,Solar System and Worlds Beyond,,,,PS,QR2,
2019,Fall,2019-fa,ASTR 122,Stars and Galaxies,,,,PS,QR2,
2019,Fall,2019-fa,ASTR 150,Killer Skies: Astro-Disasters,,,,PS,,
2019,Fall,2019-fa,ASTR 210,Introduction to Astrophysics,,,,PS,,
2019,Fall,2019-fa,ASTR 401,Scientific Writing for Astronomy,ACP,,,,,
2019,Fall,2019-fa,ASTR 490,Senior Thesis,ACP,,,,,
2019,Fall,2019-fa,ATMS 100,Introduction to Meteorology,,,,PS,,
2019,Fall,2019-fa,ATMS 120,Severe and Hazardous Weather,,,,PS,QR2,
2019,Fall,2019-fa,ATMS 140,Climate and Global Change,,,,PS,,
2019,Fall,2019-fa,ATMS 315,Meteorological Instrumentation,ACP,,,,,
2019,Fall,2019-fa,ATMS 322,Soc Impacts Weather & Climate,,,,,,SS
2019,Fall,2019-fa,BCS 115,South Slavic Cultures,,NW,,,,SS
2019,Fall,2019-fa,BCS 215,Yugoslavia and After,,WCC,,,,
2019,Fall,2019-fa,BIOC 460,Biochemistry Senior Seminar,ACP,,,,,
2019,Fall,2019-fa,BTW 250,Principles Bus Comm,ACP,,,,,
2019,Fall,2019-fa,BTW 261,Principles Tech Comm,ACP,,,,,
2019,Fall,2019-fa,BTW 263,Writing in the Disciplines,ACP,,,,,
2019,Fall,2019-fa,CHBE 101,Hidden World of Engineering,,,,PS,,
2019,Fall,2019-fa,CHBE 430,Unit Operations Laboratory,ACP,,,,,
2019,Fall,2019-fa,CHBE 431,Process Design,ACP,,,,,
2019,Fall,2019-fa,CHEM 101,Introductory Chemistry,,,,PS,,
2019,Fall,2019-fa,CHEM 102,General Chemistry I,,,,PS,,
2019,Fall,2019-fa,CHEM 103,General Chemistry Lab I,,,,PS,,
2019,Fall,2019-fa,CHEM 104,General Chemistry II,,,,PS,,
2019,Fall,2019-fa,CHEM 105,General Chemistry Lab II,,,,PS,,
2019,Fall,2019-fa,CHEM 108,"Chemistry, Everyday Phenomena",,,,PS,,
2019,Fall,2019-fa,CHEM 202,Accelerated Chemistry I,,,,PS,,
2019,Fall,2019-fa,CHEM 204,Accelerated Chemistry II,,,,PS,,
2019,Fall,2019-fa,CHEM 317,Inorganic Chemistry Lab,ACP,,,,,
2019,Fall,2019-fa,CHEM 437,Organic Chemistry Lab,ACP,,,,,
2019,Fall,2019-fa,CHLH 100,Contemporary Health,,,,,,SS
2019,Fall,2019-fa,CHLH 101,Introduction to Public Health,,,,,,SS
2019,Fall,2019-fa,CHLH 244,Health Statistics,,,,,QR1,
2019,Fall,2019-fa,CHLH 260,Introduction to Medical Ethics,,,HP,,,
2019,Fall,2019-fa,CHLH 274,Introduction to Epidemiology,,,,,QR1,
2019,Fall,2019-fa,CHLH 304,Foundations of Health Behavior,ACP,,,,,BSC
2019,Fall,2019-fa,CHLH 330,Disability in American Society,,,,,,SS
2019,Fall,2019-fa,CHLH 421,Health Data Analysis,,,,,QR2,
2019,Fall,2019-fa,CHP 396,Interdisciplinary Seminar ACP,ACP,,,,,
2019,Fall,2019-fa,CI 210,Introduction to Digital Learning Environments,,,,,,BSC
2019,Fall,2019-fa,CLCV 114,Introduction to Greek Culture,,WCC,LA,,,
2019,Fall,2019-fa,CLCV 115,Mythology of Greece and Rome,,WCC,LA,,,
2019,Fall,2019-fa,CLCV 116,The Roman Achievement,,WCC,HP,,,
2019,Fall,2019-fa,CLCV 120,The Classical Tradition,,WCC,LA,,,
2019,Fall,2019-fa,CLCV 131,"Classical Archaeology, Greece",,WCC,HP,,,
2019,Fall,2019-fa,CLCV 132,"Class Archaeology, Rome-Italy",,WCC,HP,,,
2019,Fall,2019-fa,CLCV 160,Ancient Greek & Roman Religion,,WCC,HP,,,
2019,Fall,2019-fa,CLCV 203,Ancient Philosophy,,,HP,,,
2019,Fall,2019-fa,CLCV 220,Origins of Western Literature,,WCC,LA,,,
2019,Fall,2019-fa,CLCV 221,The Heroic Tradition,,WCC,LA,,,
2019,Fall,2019-fa,CLCV 222,Introduction to Greek and Roman Theater,ACP,WCC,LA,,,
2019,Fall,2019-fa,CLCV 223,"Myth,History,Fiction,Tradition",,WCC,,,,
2019,Fall,2019-fa,CLCV 224,American Race and Ethnicity in the Classical Tradition,,US,LA,,,
2019,Fall,2019-fa,CLCV 225,"Greco-Roman Demo, Econ, Cult",,WCC,HP,,,
2019,Fall,2019-fa,CLCV 230,Ancient Engineering,,WCC,,PS,,
2019,Fall,2019-fa,CLCV 231,Development of Ancient Cities,,WCC,HP,,,
2019,Fall,2019-fa,CLCV 240,Sex & Gender in Antiquity,,WCC,LA,,,
2019,Fall,2019-fa,CLCV 323,The Comic Imagination,ACP,WCC,LA,,,
2019,Fall,2019-fa,CMN 102,Intro to Comm Theory & Res,,,,,,BSC
2019,Fall,2019-fa,CMN 210,Public Comm in Everyday Life,,WCC,HP,,,
2019,Fall,2019-fa,CMN 220,Communicating Public Policy,ACP,,,,,
2019,Fall,2019-fa,CMN 230,Intro to Interpersonal Comm,,,,,,SS
2019,Fall,2019-fa,CMN 231,Communication and Conflict,,,,,,BSC
2019,Fall,2019-fa,CMN 232,Intro to Intercultural Comm,,NW,,,,SS
2019,Fall,2019-fa,CMN 250,Social Movement Communication,,US,,,,
2019,Fall,2019-fa,CMN 260,Intro to Health Communication,,WCC,,,,BSC
2019,Fall,2019-fa,CMN 275,"Media, Money and Power",,WCC,HP,,,
2019,Fall,2019-fa,CMN 277,Introduction to Mediated Communication,,US,,,,SS
2019,Fall,2019-fa,CMN 280,Comm Technology & Society,,,,,,SS
2019,Fall,2019-fa,CPSC 112,Introduction to Crop Sciences,,,,LS,,
2019,Fall,2019-fa,CPSC 113,"Environment, Agric, & Society",,WCC,,LS,,
2019,Fall,2019-fa,CPSC 116,The Global Food Production Web,,NW,,,,
2019,Fall,2019-fa,CPSC 131,Agriculture in Mythology,,NW,,,,
2019,Fall,2019-fa,CPSC 241,Intro to Applied Statistics,,,,,QR1,
2019,Fall,2019-fa,CPSC 261,Biotechnology in Agriculture,,,,LS,,
2019,Fall,2019-fa,CPSC 270,Applied Entomology,,,,LS,,
2019,Fall,2019-fa,CS 101,Intro Computing: Engrg & Sci,,,,,QR2,
2019,Fall,2019-fa,CS 105,Intro Computing: Non-Tech,,,,,QR1,
2019,Fall,2019-fa,CS 107,Data Science Discovery,,,,,QR1,
2019,Fall,2019-fa,CS 125,Intro to Computer Science,,,,,QR1,
2019,Fall,2019-fa,CS 225,Data Structures,,,,,QR2,
2019,Fall,2019-fa,CS 429,"Software Engineering II, ACP",ACP,,,,,
2019,Fall,2019-fa,CS 493,"Senior Project II, ACP",ACP,,,,,
2019,Fall,2019-fa,CS 499,Senior Thesis,ACP,,,,,
2019,Fall,2019-fa,CW 100,Intro to Creative Writing,,,LA,,,
2019,Fall,2019-fa,CW 243,Inter Expository Writing,ACP,,,,,
2019,Fall,2019-fa,CWL 111,Bible as Literature,,,LA,,,
2019,Fall,2019-fa,CWL 114,Global Consciousness and Lit,,NW,LA,,,
2019,Fall,2019-fa,CWL 117,Russ & E Euro Science Fiction,,,LA,,,
2019,Fall,2019-fa,CWL 151,Cross-Cultural Thematics,,,LA,,,
2019,Fall,2019-fa,CWL 189,Lit of Asia & Africa I,,NW,LA,,,
2019,Fall,2019-fa,CWL 190,Lit of Asia & Africa II,,NW,LA,,,
2019,Fall,2019-fa,CWL 201,Comparative Lit Studies,,,LA,,,
2019,Fall,2019-fa,CWL 202,Literature and Ideas,,WCC,LA,,,
2019,Fall,2019-fa,CWL 205,Islam & West Through Lit,,,LA,,,
2019,Fall,2019-fa,CWL 207,Indian Cinema in Context,,NW,LA,,,
2019,Fall,2019-fa,CWL 208,Cultures & Literatures of South Asia,,NW,LA,,,
2019,Fall,2019-fa,CWL 209,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
2019,Fall,2019-fa,CWL 210,Introduction to Modern African Literature,,NW,LA,,,
2019,Fall,2019-fa,CWL 212,Israeli Cinema and Television,,WCC,LA,,,
2019,Fall,2019-fa,CWL 215,"Madness, Myth, and Murder",,,LA,,,
2019,Fall,2019-fa,CWL 216,Legends of King Arthur,,WCC,LA,,,
2019,Fall,2019-fa,CWL 220,Origins of Western Literature,,WCC,LA,,,
2019,Fall,2019-fa,CWL 221,Jewish Storytelling,,WCC,LA,,,
2019,Fall,2019-fa,CWL 223,The Qur'an (Koran),,NW,LA,,,
2019,Fall,2019-fa,CWL 225,Constr Afr and Carib Identity,,NW,,,,
2019,Fall,2019-fa,CWL 226,Humanist Persp of Afro-Am Exp,,US,LA,,,
2019,Fall,2019-fa,CWL 227,Golden Age of Russian Lit,,,LA,,,
2019,Fall,2019-fa,CWL 240,Italy Middle Ages & Renaiss,,,LA,,,
2019,Fall,2019-fa,CWL 241,Early Masterpieces of Western Culture,ACP,WCC,LA,,,
2019,Fall,2019-fa,CWL 242,Modern Masterpieces of Western Culture,ACP,WCC,LA,,,
2019,Fall,2019-fa,CWL 249,Russian Lit and Revolution,,,LA,,,
2019,Fall,2019-fa,CWL 250,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
2019,Fall,2019-fa,CWL 251,Viking Mythology,,WCC,HP,,,
2019,Fall,2019-fa,CWL 252,Viking Sagas in Translation,,WCC,LA,,,
2019,Fall,2019-fa,CWL 253,Medieval Literature and Culture,,WCC,LA,,,
2019,Fall,2019-fa,CWL 254,Grimm's Fairy Tales in Context,,WCC,LA,,,
2019,Fall,2019-fa,CWL 255,Renaissance Literature and Culture,,WCC,LA,,,
2019,Fall,2019-fa,CWL 257,Enlightenment Literature and Culture,,WCC,LA,,,
2019,Fall,2019-fa,CWL 259,Early African American Literature and Culture,,US,,,,
2019,Fall,2019-fa,CWL 260,Modern African American Literature and Culture,,US,,,,
2019,Fall,2019-fa,CWL 262,Sex & Gender in Antiquity,,WCC,LA,,,
2019,Fall,2019-fa,CWL 263,The Heroic Tradition,,WCC,LA,,,
2019,Fall,2019-fa,CWL 264,Introduction to Greek and Roman Theater,ACP,WCC,LA,,,
2019,Fall,2019-fa,CWL 267,The Short Story,,,LA,,,
2019,Fall,2019-fa,CWL 269,"British, American, and Continental Fiction",,,LA,,,
2019,Fall,2019-fa,CWL 271,The Holocaust in Context - ACP,ACP,WCC,LA,,,
2019,Fall,2019-fa,CWL 272,Sexuality and Literature,,,LA,,,
2019,Fall,2019-fa,CWL 273,The Holocaust in Context,,WCC,LA,,,
2019,Fall,2019-fa,CWL 275,Masterpieces of East Asian Lit,,NW,LA,,,
2019,Fall,2019-fa,CWL 276,Asian Film Genres,,NW,LA,,,
2019,Fall,2019-fa,CWL 283,Jewish Sacred Literature,,,LA,,,
2019,Fall,2019-fa,CWL 284,Modern Jewish Literature,,,LA,,,
2019,Fall,2019-fa,CWL 307,Classical Chinese Lit,,NW,LA,,,
2019,Fall,2019-fa,CWL 308,Chinese Popular Lit,,NW,LA,,,
2019,Fall,2019-fa,CWL 311,Japan Lit in Translation I,,NW,LA,,,
2019,Fall,2019-fa,CWL 312,Japan Lit in Translation II,,NW,LA,,,
2019,Fall,2019-fa,CWL 320,Lit Responses to the Holocaust,,WCC,LA,,,
2019,Fall,2019-fa,CWL 322,The Comic Imagination,ACP,WCC,LA,,,
2019,Fall,2019-fa,CWL 400,African Diasporic Thought in the Caribbean,,NW,,,,
2019,Fall,2019-fa,DANC 100,Intro to Contemporary Dance,,WCC,LA,,,
2019,Fall,2019-fa,DANC 125,Black Dances of Resistance,,US,,,,
2019,Fall,2019-fa,DANC 200,Explore Music through Dance,,,LA,,,
2019,Fall,2019-fa,DANC 340,Dancing Black Popular Culture,,US,HP,,,
2019,Fall,2019-fa,DANC 345,Dance Anatomy and Kinesiology,,,,LS,,
2019,Fall,2019-fa,DANC 441,Dance History Seminar,ACP,,,,,
2019,Fall,2019-fa,EALC 114,Introduction to East Asian Art,,NW,,,,
2019,Fall,2019-fa,EALC 120,East Asian Civilizations,,NW,HP,,,
2019,Fall,2019-fa,EALC 122,History East Asian Religions,,NW,HP,,,
2019,Fall,2019-fa,EALC 130,The Chinese Language,,NW,,,,SS
2019,Fall,2019-fa,EALC 132,Zen,,NW,HP,,,
2019,Fall,2019-fa,EALC 220,Traditional China,,NW,HP,,,
2019,Fall,2019-fa,EALC 221,Modern China,,NW,,,,
2019,Fall,2019-fa,EALC 222,Chinese Thought and Culture,,NW,HP,,,
2019,Fall,2019-fa,EALC 226,Premodern Japanese History,,NW,HP,,,
2019,Fall,2019-fa,EALC 227,Modern Japanese History,,NW,HP,,,
2019,Fall,2019-fa,EALC 240,Chinese Civilization,,NW,,,,
2019,Fall,2019-fa,EALC 250,Intro to Japanese Culture,,NW,,,,SS
2019,Fall,2019-fa,EALC 275,Masterpieces of East Asian Lit,,NW,LA,,,
2019,Fall,2019-fa,EALC 276,Asian Film Genres,,NW,LA,,,
2019,Fall,2019-fa,EALC 285,Intro to Korea Through Film,,NW,,,,
2019,Fall,2019-fa,EALC 287,Introduction to Buddhism,,NW,HP,,,
2019,Fall,2019-fa,EALC 305,Japan Lit in Translation I,,NW,LA,,,
2019,Fall,2019-fa,EALC 306,Japan Lit in Translation II,,NW,LA,,,
2019,Fall,2019-fa,EALC 307,Classical Chinese Lit,,NW,LA,,,
2019,Fall,2019-fa,EALC 308,Chinese Popular Lit,,NW,LA,,,
2019,Fall,2019-fa,EALC 365,Contemporary Korean Society,,NW,,,,SS
2019,Fall,2019-fa,EALC 367,History of Korea,,NW,HP,,,
2019,Fall,2019-fa,ECE 101,Exploring Digital Info Technol,,,,PS,QR2,
2019,Fall,2019-fa,ECE 316,Ethics and Engineering,ACP,,HP,,,
2019,Fall,2019-fa,ECE 445,Senior Design Project Lab,ACP,,,,,
2019,Fall,2019-fa,ECE 496,Senior Research Project,ACP,,,,,
2019,Fall,2019-fa,ECE 499,Senior Thesis,ACP,,,,,
2019,Fall,2019-fa,ECON 101,Introduction to Economics,,,,,,SS
2019,Fall,2019-fa,ECON 102,Microeconomic Principles,,,,,,SS
2019,Fall,2019-fa,ECON 103,Macroeconomic Principles,,,,,,SS
2019,Fall,2019-fa,ECON 202,Economic Statistics I,,,,,QR1,
2019,Fall,2019-fa,ECON 210,Environmental Economics,,,,,,SS
2019,Fall,2019-fa,ECON 451,Program Evaluation in Developing Economies,ACP,,,,,
